"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 13:56:01 GMT 2024","Thu Feb 22 13:56:44 GMT 2024","42701","","Drag and drop","","drag_and_drop_spec","","Checking drag and drop","Location - features/specs/drag_and_drop_spec.rb:10"
"passed","Thu Feb 22 13:57:42 GMT 2024","Thu Feb 22 13:58:11 GMT 2024","28623","","User Login","","login_spec","","Login invalid password credential","Location - features/specs/login_spec.rb:23"
"passed","Thu Feb 22 13:59:17 GMT 2024","Thu Feb 22 13:59:48 GMT 2024","31162","","Long press button","","long_press_spec","","Checking long press","Location - features/specs/long_press_spec.rb:10"
"passed","Thu Feb 22 13:56:44 GMT 2024","Thu Feb 22 13:57:11 GMT 2024","27333","","User Login","","login_spec","","Login happy path","Location - features/specs/login_spec.rb:11"
"passed","Thu Feb 22 13:58:11 GMT 2024","Thu Feb 22 13:58:41 GMT 2024","30694","","User Login","","login_spec","","Login invalid username and password credential","Location - features/specs/login_spec.rb:29"
"passed","Thu Feb 22 13:58:41 GMT 2024","Thu Feb 22 13:59:17 GMT 2024","35689","","User Login","","login_spec","","Login empty credentials","Location - features/specs/login_spec.rb:35"
"passed","Thu Feb 22 14:00:28 GMT 2024","Thu Feb 22 14:01:00 GMT 2024","31901","","Slider","","slider_spec","","Checking first swipe","Location - features/specs/slider_spec.rb:10"
"passed","Thu Feb 22 13:59:48 GMT 2024","Thu Feb 22 14:00:28 GMT 2024","39502","","Native view demo","","native_view_spec","","Checking native text","Location - features/specs/native_view_spec.rb:12"
"passed","Thu Feb 22 14:01:00 GMT 2024","Thu Feb 22 14:01:30 GMT 2024","29843","","Slider","","slider_spec","","Checking second swipe","Location - features/specs/slider_spec.rb:16"
"passed","Thu Feb 22 14:01:30 GMT 2024","Thu Feb 22 14:02:14 GMT 2024","43971","","Vertical swiping","","vertical_swiping_spec","","Checking first vertical swiping","Location - features/specs/vertical_swiping_spec.rb:10"
"passed","Thu Feb 22 13:55:28 GMT 2024","Thu Feb 22 13:56:01 GMT 2024","32996","","Carousel","","carousel_spec","","Checking carousel","Location - features/specs/carousel_spec.rb:10"
"passed","Thu Feb 22 13:57:11 GMT 2024","Thu Feb 22 13:57:42 GMT 2024","31252","","User Login","","login_spec","","Login invalid username credential","Location - features/specs/login_spec.rb:17"
