"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 26 23:04:32 GMT 2024","Mon Feb 26 23:04:34 GMT 2024","1615","","Slider","","slider_spec","","Checking first swipe","Location - features/specs/slider_spec.rb:10"
"broken","Mon Feb 26 23:04:36 GMT 2024","Mon Feb 26 23:04:37 GMT 2024","1664","","Vertical swiping","","vertical_swiping_spec","","Checking first vertical swiping","Location - features/specs/vertical_swiping_spec.rb:10"
"broken","Mon Feb 26 23:04:19 GMT 2024","Mon Feb 26 23:04:20 GMT 2024","729","","Carousel","","carousel_spec","","Checking carousel","Location - features/specs/carousel_spec.rb:10"
"broken","Mon Feb 26 23:04:20 GMT 2024","Mon Feb 26 23:04:21 GMT 2024","1615","","Drag and drop","","drag_and_drop_spec","","Checking drag and drop","Location - features/specs/drag_and_drop_spec.rb:10"
"broken","Mon Feb 26 23:04:26 GMT 2024","Mon Feb 26 23:04:28 GMT 2024","1613","","User Login","","login_spec","","Login invalid username and password credential","Location - features/specs/login_spec.rb:29"
"broken","Mon Feb 26 23:04:28 GMT 2024","Mon Feb 26 23:04:29 GMT 2024","1610","","User Login","","login_spec","","Login empty credentials","Location - features/specs/login_spec.rb:35"
"broken","Mon Feb 26 23:04:21 GMT 2024","Mon Feb 26 23:04:23 GMT 2024","1604","","User Login","","login_spec","","Login happy path","Location - features/specs/login_spec.rb:11"
"broken","Mon Feb 26 23:04:31 GMT 2024","Mon Feb 26 23:04:32 GMT 2024","1618","","Native view demo","","native_view_spec","","Checking native text","Location - features/specs/native_view_spec.rb:12"
"broken","Mon Feb 26 23:04:29 GMT 2024","Mon Feb 26 23:04:31 GMT 2024","1618","","Long press button","","long_press_spec","","Checking long press","Location - features/specs/long_press_spec.rb:10"
"broken","Mon Feb 26 23:04:23 GMT 2024","Mon Feb 26 23:04:24 GMT 2024","1608","","User Login","","login_spec","","Login invalid username credential","Location - features/specs/login_spec.rb:17"
"broken","Mon Feb 26 23:04:34 GMT 2024","Mon Feb 26 23:04:36 GMT 2024","1611","","Slider","","slider_spec","","Checking second swipe","Location - features/specs/slider_spec.rb:16"
"broken","Mon Feb 26 23:04:24 GMT 2024","Mon Feb 26 23:04:26 GMT 2024","1612","","User Login","","login_spec","","Login invalid password credential","Location - features/specs/login_spec.rb:23"
