"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 22 14:08:13 GMT 2024","Thu Feb 22 14:08:45 GMT 2024","32579","","User Login","","login_spec","","Login invalid username and password credential","Location - features/specs/login_spec.rb:29"
"passed","Thu Feb 22 14:05:31 GMT 2024","Thu Feb 22 14:06:05 GMT 2024","33398","","Carousel","","carousel_spec","","Checking carousel","Location - features/specs/carousel_spec.rb:10"
"passed","Thu Feb 22 14:07:12 GMT 2024","Thu Feb 22 14:07:43 GMT 2024","31102","","User Login","","login_spec","","Login invalid username credential","Location - features/specs/login_spec.rb:17"
"passed","Thu Feb 22 14:10:53 GMT 2024","Thu Feb 22 14:11:30 GMT 2024","36891","","Slider","","slider_spec","","Checking second swipe","Location - features/specs/slider_spec.rb:16"
"passed","Thu Feb 22 14:06:40 GMT 2024","Thu Feb 22 14:07:12 GMT 2024","32434","","User Login","","login_spec","","Login happy path","Location - features/specs/login_spec.rb:11"
"passed","Thu Feb 22 14:11:30 GMT 2024","Thu Feb 22 14:12:10 GMT 2024","40476","","Vertical swiping","","vertical_swiping_spec","","Checking first vertical swiping","Location - features/specs/vertical_swiping_spec.rb:10"
"passed","Thu Feb 22 14:08:45 GMT 2024","Thu Feb 22 14:09:15 GMT 2024","29957","","User Login","","login_spec","","Login empty credentials","Location - features/specs/login_spec.rb:35"
"passed","Thu Feb 22 14:09:15 GMT 2024","Thu Feb 22 14:09:46 GMT 2024","30120","","Long press button","","long_press_spec","","Checking long press","Location - features/specs/long_press_spec.rb:10"
"passed","Thu Feb 22 14:10:23 GMT 2024","Thu Feb 22 14:10:53 GMT 2024","30407","","Slider","","slider_spec","","Checking first swipe","Location - features/specs/slider_spec.rb:10"
"passed","Thu Feb 22 14:06:05 GMT 2024","Thu Feb 22 14:06:40 GMT 2024","35316","","Drag and drop","","drag_and_drop_spec","","Checking drag and drop","Location - features/specs/drag_and_drop_spec.rb:10"
"passed","Thu Feb 22 14:07:43 GMT 2024","Thu Feb 22 14:08:13 GMT 2024","29412","","User Login","","login_spec","","Login invalid password credential","Location - features/specs/login_spec.rb:23"
"passed","Thu Feb 22 14:09:46 GMT 2024","Thu Feb 22 14:10:23 GMT 2024","37094","","Native view demo","","native_view_spec","","Checking native text","Location - features/specs/native_view_spec.rb:12"
