"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Feb 23 18:11:36 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","295","","Carousel","","carousel_spec","","Checking carousel","Location - features/specs/carousel_spec.rb:10"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","192","","User Login","","login_spec","","Login invalid password credential","Location - features/specs/login_spec.rb:23"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","184","","User Login","","login_spec","","Login invalid username credential","Location - features/specs/login_spec.rb:17"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","196","","Drag and drop","","drag_and_drop_spec","","Checking drag and drop","Location - features/specs/drag_and_drop_spec.rb:10"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","190","","User Login","","login_spec","","Login invalid username and password credential","Location - features/specs/login_spec.rb:29"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:37 GMT 2024","165","","User Login","","login_spec","","Login happy path","Location - features/specs/login_spec.rb:11"
"broken","Fri Feb 23 18:11:38 GMT 2024","Fri Feb 23 18:11:39 GMT 2024","242","","Vertical swiping","","vertical_swiping_spec","","Checking first vertical swiping","Location - features/specs/vertical_swiping_spec.rb:10"
"broken","Fri Feb 23 18:11:38 GMT 2024","Fri Feb 23 18:11:38 GMT 2024","135","","Slider","","slider_spec","","Checking first swipe","Location - features/specs/slider_spec.rb:10"
"broken","Fri Feb 23 18:11:38 GMT 2024","Fri Feb 23 18:11:38 GMT 2024","202","","Native view demo","","native_view_spec","","Checking native text","Location - features/specs/native_view_spec.rb:12"
"broken","Fri Feb 23 18:11:38 GMT 2024","Fri Feb 23 18:11:38 GMT 2024","232","","Long press button","","long_press_spec","","Checking long press","Location - features/specs/long_press_spec.rb:10"
"broken","Fri Feb 23 18:11:37 GMT 2024","Fri Feb 23 18:11:38 GMT 2024","178","","User Login","","login_spec","","Login empty credentials","Location - features/specs/login_spec.rb:35"
"broken","Fri Feb 23 18:11:38 GMT 2024","Fri Feb 23 18:11:38 GMT 2024","254","","Slider","","slider_spec","","Checking second swipe","Location - features/specs/slider_spec.rb:16"
